Date,From Currency,To Currency,Rate
2008-12-19,USD,USD,1.0
2008-09-25,USD,GBP,0.5387755102
2008-09-25,USD,EUR,0.6802721088
2008-09-25,USD,USD,1.0
2008-10-22,USD,GBP,0.6136806042
2008-10-22,USD,EUR,0.7786342755
2008-10-22,USD,USD,1.0
2009-01-20,USD,GBP,0.7201082753
2009-01-20,USD,INR,49.1399845321
2009-01-20,USD,EUR,0.7733952049
2009-01-20,USD,USD,1.0
2009-03-05,USD,GBP,0.7091198726
2009-03-05,USD,INR,51.7698128236
2009-03-05,USD,EUR,0.7964954202
2009-03-05,USD,USD,1.0
2008-07-04,USD,GBP,0.5046263799
2008-07-04,USD,EUR,0.6381213707
2008-07-04,USD,USD,1.0
2009-01-06,USD,GBP,0.6882688269
2009-01-06,USD,INR,48.6251125113
2009-01-06,USD,EUR,0.7500750075
2009-01-06,USD,USD,1.0
2008-12-11,USD,GBP,0.6711312902
2008-12-11,USD,EUR,0.7567158532
2008-12-11,USD,USD,1.0
2008-12-04,USD,GBP,0.683518225
2008-12-04,USD,EUR,0.7923930269
2008-12-04,USD,USD,1.0
2008-11-18,USD,GBP,0.6655338655
2008-11-18,USD,EUR,0.7903264048
2008-11-18,USD,USD,1.0
2009-06-02,USD,GBP,0.6076696165
2009-06-02,USD,INR,47.0164348925
2009-06-02,USD,EUR,0.7023458351
2009-06-02,USD,USD,1.0
2008-12-16,USD,GBP,0.6527392257
2008-12-16,USD,EUR,0.7304601899
2008-12-16,USD,USD,1.0
2008-10-03,USD,GBP,0.5663943906
2008-10-03,USD,EUR,0.7228567298
2008-10-03,USD,USD,1.0
2009-04-21,USD,GBP,0.6871326941
2009-04-21,USD,INR,50.4724713888
2009-04-21,USD,EUR,0.7732755954
2009-04-21,USD,USD,1.0
2008-10-14,USD,GBP,0.5679537522
2008-10-14,USD,EUR,0.7271669575
2008-10-14,USD,USD,1.0
2008-09-10,USD,GBP,0.5690364694
2008-09-10,USD,EUR,0.7095217823
2008-09-10,USD,USD,1.0
2009-02-12,USD,GBP,0.7036546404
2009-02-12,USD,INR,48.5903529962
2009-02-12,USD,EUR,0.7792410192
2009-02-12,USD,USD,1.0
2008-09-30,USD,GBP,0.5525414249
2008-09-30,USD,EUR,0.6991540236
2008-09-30,USD,USD,1.0
2008-06-24,USD,GBP,0.508061408
2008-06-24,USD,EUR,0.6423432682
2008-06-24,USD,USD,1.0
2008-07-24,USD,GBP,0.5032850673
2008-07-24,USD,EUR,0.6378771449
2008-07-24,USD,USD,1.0
2008-10-06,USD,GBP,0.5668182485
2008-10-06,USD,EUR,0.7334604665
2008-10-06,USD,USD,1.0
2009-01-16,USD,GBP,0.6701582517
2009-01-16,USD,INR,48.5297663904
2009-01-16,USD,EUR,0.7535795026
2009-01-16,USD,USD,1.0
2008-07-14,USD,GBP,0.5032498265
2008-07-14,USD,EUR,0.6310342652
2008-07-14,USD,USD,1.0
2009-01-29,USD,GBP,0.6996033865
2009-01-29,USD,INR,48.7201586454
2009-01-29,USD,EUR,0.7627183281
2009-01-29,USD,USD,1.0
2008-07-03,USD,GBP,0.5031161473
2008-07-03,USD,EUR,0.6295247088
2008-07-03,USD,USD,1.0
2008-09-11,USD,GBP,0.5699009617
2008-09-11,USD,EUR,0.7176690111
2008-09-11,USD,USD,1.0
2008-08-21,USD,GBP,0.535709464
2008-08-21,USD,EUR,0.675037127
2008-08-21,USD,USD,1.0
2009-02-23,USD,GBP,0.6860446945
2009-02-23,USD,INR,49.824972652
2009-02-23,USD,EUR,0.7813720894
2009-02-23,USD,USD,1.0
2008-11-11,USD,GBP,0.6391307759
2008-11-11,USD,EUR,0.7844983133
2008-11-11,USD,USD,1.0
2008-08-19,USD,GBP,0.5372351298
2008-08-19,USD,EUR,0.6813381481
2008-08-19,USD,USD,1.0
2009-01-09,USD,GBP,0.6539023677
2009-01-09,USD,INR,48.1847413037
2009-01-09,USD,EUR,0.7307804735
2009-01-09,USD,USD,1.0
2009-05-13,USD,GBP,0.6605006239
2009-05-13,USD,INR,49.7100491815
2009-05-13,USD,EUR,0.734052705
2009-05-13,USD,USD,1.0
2009-02-13,USD,GBP,0.6895032364
2009-02-13,USD,INR,48.4247056071
2009-02-13,USD,EUR,0.7798487094
2009-02-13,USD,USD,1.0
2008-11-14,USD,GBP,0.6783431953
2008-11-14,USD,EUR,0.7889546351
2008-11-14,USD,USD,1.0
2009-04-20,USD,GBP,0.6861021132
2009-04-20,USD,INR,50.1797007558
2009-04-20,USD,EUR,0.7712478791
2009-04-20,USD,USD,1.0
2008-08-12,USD,GBP,0.526195747
2008-08-12,USD,EUR,0.6708257865
2008-08-12,USD,USD,1.0
2009-03-18,USD,GBP,0.7152322925
2009-03-18,USD,INR,51.2901751714
2009-03-18,USD,EUR,0.761614623
2009-03-18,USD,USD,1.0
2008-08-13,USD,GBP,0.5329128363
2008-08-13,USD,EUR,0.6710058378
2008-08-13,USD,USD,1.0
2009-01-30,USD,GBP,0.7005696005
2009-01-30,USD,INR,48.6899188514
2009-01-30,USD,EUR,0.7802746567
2009-01-30,USD,USD,1.0
2009-02-26,USD,GBP,0.6973087154
2009-02-26,USD,INR,50.3950868409
2009-02-26,USD,EUR,0.7823501799
2009-02-26,USD,USD,1.0
2008-12-18,USD,GBP,0.6505883963
2008-12-18,USD,EUR,0.6841817187
2008-12-18,USD,USD,1.0
2008-06-23,USD,GBP,0.5099864699
2008-06-23,USD,EUR,0.6442883835
2008-06-23,USD,USD,1.0
2008-10-01,USD,GBP,0.5623890349
2008-10-01,USD,EUR,0.710176834
2008-10-01,USD,USD,1.0
2008-09-18,USD,GBP,0.5477865122
2008-09-18,USD,EUR,0.6895600607
2008-09-18,USD,USD,1.0
2008-09-26,USD,GBP,0.5428620219
2008-09-26,USD,EUR,0.6830601093
2008-09-26,USD,USD,1.0
2008-06-11,USD,GBP,0.5101192394
2008-06-11,USD,EUR,0.6445375443
2008-06-11,USD,USD,1.0
2009-03-03,USD,GBP,0.7100673801
2009-03-03,USD,INR,51.9698771304
2009-03-03,USD,EUR,0.7927070947
2009-03-03,USD,USD,1.0
2008-09-16,USD,GBP,0.5589822668
2008-09-16,USD,EUR,0.7009182028
2008-09-16,USD,USD,1.0
2009-01-26,USD,GBP,0.7232486528
2009-01-26,USD,INR,48.5696689761
2009-01-26,USD,EUR,0.7698229407
2009-01-26,USD,USD,1.0
2008-08-29,USD,GBP,0.5463182898
2008-08-29,USD,EUR,0.6786562606
2008-08-29,USD,USD,1.0
2008-11-26,USD,GBP,0.6537301894
2008-11-26,USD,EUR,0.7730962505
2008-11-26,USD,USD,1.0
2008-08-22,USD,GBP,0.5379524581
2008-08-22,USD,EUR,0.6753106429
2008-08-22,USD,USD,1.0
2009-05-29,USD,GBP,0.6191658391
2009-05-29,USD,INR,47.1173216059
2009-05-29,USD,EUR,0.709320471
2009-05-29,USD,USD,1.0
2008-10-10,USD,GBP,0.5876721408
2008-10-10,USD,EUR,0.7364312541
2008-10-10,USD,USD,1.0
2008-09-08,USD,GBP,0.5678908119
2008-09-08,USD,EUR,0.7035317293
2008-09-08,USD,USD,1.0
2008-11-12,USD,GBP,0.6569034318
2008-11-12,USD,EUR,0.798084597
2008-11-12,USD,USD,1.0
2009-03-13,USD,GBP,0.7144517629
2009-03-13,USD,INR,51.4947694692
2009-03-13,USD,EUR,0.7748934522
2009-03-13,USD,USD,1.0
2009-02-18,USD,GBP,0.7022864401
2009-02-18,USD,INR,49.680057161
2009-02-18,USD,EUR,0.7939028263
2009-02-18,USD,USD,1.0
2009-04-29,USD,GBP,0.6774837932
2009-04-29,USD,INR,50.0346751093
2009-04-29,USD,EUR,0.753806724
2009-04-29,USD,USD,1.0
2008-11-07,USD,GBP,0.6337801819
2008-11-07,USD,EUR,0.7839448103
2008-11-07,USD,USD,1.0
2009-05-14,USD,GBP,0.6621691366
2009-05-14,USD,INR,49.7102410971
2009-05-14,USD,EUR,0.7373000074
2009-05-14,USD,USD,1.0
2008-12-12,USD,GBP,0.668928036
2008-12-12,USD,EUR,0.7496251874
2008-12-12,USD,USD,1.0
2008-08-14,USD,GBP,0.533507748
2008-08-14,USD,EUR,0.6708257865
2008-08-14,USD,USD,1.0
2008-09-04,USD,GBP,0.5611540585
2008-09-04,USD,EUR,0.6902263943
2008-09-04,USD,USD,1.0
2009-03-26,USD,GBP,0.6846476078
2009-03-26,USD,INR,50.1550672448
2009-03-26,USD,EUR,0.7349158521
2009-03-26,USD,USD,1.0
2009-05-07,USD,GBP,0.6620519344
2009-05-07,USD,INR,49.0997530495
2009-05-07,USD,EUR,0.7483349547
2009-05-07,USD,USD,1.0
2008-08-15,USD,GBP,0.5368320999
2008-08-15,USD,EUR,0.6789327178
2008-08-15,USD,USD,1.0
2008-11-13,USD,GBP,0.674011976
2008-11-13,USD,EUR,0.7984031936
2008-11-13,USD,USD,1.0
2008-12-24,USD,GBP,0.6778293467
2008-12-24,USD,EUR,0.7140307033
2008-12-24,USD,USD,1.0
2008-10-13,USD,GBP,0.5758486693
2008-10-13,USD,EUR,0.733191583
2008-10-13,USD,USD,1.0
2008-11-20,USD,GBP,0.6714240153
2008-11-20,USD,EUR,0.7973210014
2008-11-20,USD,USD,1.0
2008-11-05,USD,GBP,0.6266511267
2008-11-05,USD,EUR,0.777000777
2008-11-05,USD,USD,1.0
2009-02-16,USD,GBP,0.7007442225
2009-02-16,USD,INR,48.6196631414
2009-02-16,USD,EUR,0.7833920877
2009-02-16,USD,USD,1.0
2009-03-16,USD,GBP,0.7058349946
2009-03-16,USD,INR,51.4000920104
2009-03-16,USD,EUR,0.7667535654
2009-03-16,USD,USD,1.0
2008-10-31,USD,GBP,0.6168378145
2008-10-31,USD,EUR,0.7838833582
2008-10-31,USD,USD,1.0
2009-04-24,USD,GBP,0.6847037485
2009-04-24,USD,INR,49.7747883918
2009-04-24,USD,EUR,0.7557436518
2009-04-24,USD,USD,1.0
2008-11-10,USD,GBP,0.6333876348
2008-11-10,USD,EUR,0.7757350089
2008-11-10,USD,USD,1.0
2009-04-16,USD,GBP,0.6711124583
2009-04-16,USD,INR,49.7575022734
2009-04-16,USD,EUR,0.7578053956
2009-04-16,USD,USD,1.0
2008-06-13,USD,GBP,0.514051904
2008-06-13,USD,EUR,0.6520605112
2008-06-13,USD,USD,1.0
2008-11-24,USD,GBP,0.6667971502
2008-11-24,USD,EUR,0.7829014327
2008-11-24,USD,USD,1.0
2009-01-28,USD,GBP,0.6992835596
2009-01-28,USD,INR,48.9253393665
2009-01-28,USD,EUR,0.754147813
2009-01-28,USD,USD,1.0
2008-09-01,USD,GBP,0.5551261884
2008-09-01,USD,EUR,0.6839477464
2008-09-01,USD,USD,1.0
2008-11-25,USD,GBP,0.6664194833
2008-11-25,USD,EUR,0.7805791898
2008-11-25,USD,USD,1.0
2008-08-08,USD,GBP,0.5201671753
2008-08-08,USD,EUR,0.6633939233
2008-08-08,USD,USD,1.0
2008-09-02,USD,GBP,0.5600372003
2008-09-02,USD,EUR,0.6888950124
2008-09-02,USD,USD,1.0
2008-11-04,USD,GBP,0.629875195
2008-11-04,USD,EUR,0.7800312012
2008-11-04,USD,USD,1.0
2008-09-05,USD,GBP,0.5680494139
2008-09-05,USD,EUR,0.7019021548
2008-09-05,USD,USD,1.0
2008-10-30,USD,GBP,0.6065976218
2008-10-30,USD,EUR,0.7671653241
2008-10-30,USD,USD,1.0
2008-07-18,USD,GBP,0.5014858371
2008-07-18,USD,EUR,0.6322711179
2008-07-18,USD,USD,1.0
2009-06-03,USD,GBP,0.6051242345
2009-06-03,USD,INR,47.0599000493
2009-06-03,USD,EUR,0.7038783698
2009-06-03,USD,USD,1.0
2009-03-06,USD,GBP,0.703112656
2009-03-06,USD,INR,51.6953705167
2009-03-06,USD,EUR,0.7900142203
2009-03-06,USD,USD,1.0
2008-07-28,USD,GBP,0.503302426
2008-07-28,USD,EUR,0.6350819256
2008-07-28,USD,USD,1.0
2008-12-23,USD,GBP,0.6753112033
2008-12-23,USD,EUR,0.7154099299
2008-12-23,USD,USD,1.0
2009-01-02,USD,GBP,0.6930621665
2009-01-02,USD,INR,48.4097793163
2009-01-02,USD,EUR,0.7211885187
2009-01-02,USD,USD,1.0
2009-05-06,USD,GBP,0.6651403693
2009-05-06,USD,INR,49.5901516289
2009-05-06,USD,EUR,0.7506380423
2009-05-06,USD,USD,1.0
2008-06-16,USD,GBP,0.5092826185
2008-06-16,USD,EUR,0.6468723721
2008-06-16,USD,USD,1.0
2009-03-31,USD,GBP,0.6994289149
2009-03-31,USD,INR,50.6402164112
2009-03-31,USD,EUR,0.7514277127
2009-03-31,USD,USD,1.0
2008-07-30,USD,GBP,0.5046507152
2008-07-30,USD,EUR,0.6414779652
2008-07-30,USD,USD,1.0
2008-06-18,USD,GBP,0.5120376944
2008-06-18,USD,EUR,0.6454527851
2008-06-18,USD,USD,1.0
2008-08-11,USD,GBP,0.5206834532
2008-08-11,USD,EUR,0.6661337597
2008-08-11,USD,USD,1.0
2008-09-29,USD,GBP,0.5546727995
2008-09-29,USD,EUR,0.6969126768
2008-09-29,USD,USD,1.0
2009-02-10,USD,GBP,0.6764093468
2009-02-10,USD,INR,48.6650728773
2009-02-10,USD,EUR,0.7711884013
2009-02-10,USD,USD,1.0
2009-04-07,USD,GBP,0.6827989438
2009-04-07,USD,INR,50.0203696718
2009-04-07,USD,EUR,0.7544322897
2009-04-07,USD,USD,1.0
2009-05-11,USD,GBP,0.662000884
2009-05-11,USD,INR,49.5100928245
2009-05-11,USD,EUR,0.7367025195
2009-05-11,USD,USD,1.0
2009-03-11,USD,GBP,0.7238385734
2009-03-11,USD,INR,51.1598623494
2009-03-11,USD,EUR,0.7821054278
2009-03-11,USD,USD,1.0
2008-10-15,USD,GBP,0.5696513761
2008-10-15,USD,EUR,0.7339449541
2008-10-15,USD,USD,1.0
2009-03-10,USD,GBP,0.7219744974
2009-03-10,USD,INR,51.5599624501
2009-03-10,USD,EUR,0.7822889775
2009-03-10,USD,USD,1.0
2009-03-09,USD,GBP,0.7253481894
2009-03-09,USD,INR,51.8702745722
2009-03-09,USD,EUR,0.7958615201
2009-03-09,USD,USD,1.0
2008-10-16,USD,GBP,0.5794402902
2008-10-16,USD,EUR,0.740356852
2008-10-16,USD,USD,1.0
2008-06-12,USD,GBP,0.5131997146
2008-06-12,USD,EUR,0.6486346241
2008-06-12,USD,USD,1.0
2008-12-09,USD,GBP,0.6785324817
2008-12-09,USD,EUR,0.7789375292
2008-12-09,USD,USD,1.0
2009-04-06,USD,GBP,0.6707172496
2009-04-06,USD,INR,50.0
2009-04-06,USD,EUR,0.7409602845
2009-04-06,USD,USD,1.0
2009-03-27,USD,GBP,0.6983828507
2009-03-27,USD,INR,50.6453553968
2009-03-27,USD,EUR,0.7521624671
2009-03-27,USD,USD,1.0
2009-03-04,USD,GBP,0.709040223
2009-03-04,USD,INR,51.5348466746
2009-03-04,USD,EUR,0.7964954202
2009-03-04,USD,USD,1.0
2008-08-28,USD,GBP,0.5447836978
2008-08-28,USD,EUR,0.6770022341
2008-08-28,USD,USD,1.0
2008-07-16,USD,GBP,0.4997167674
2008-07-16,USD,EUR,0.6294058409
2008-07-16,USD,USD,1.0
2009-02-24,USD,GBP,0.6892580114
2009-02-24,USD,INR,49.917730941
2009-02-24,USD,EUR,0.7835148476
2009-02-24,USD,USD,1.0
2009-01-14,USD,GBP,0.6895164351
2009-01-14,USD,INR,48.6047217794
2009-01-14,USD,EUR,0.7591285205
2009-01-14,USD,USD,1.0
2009-02-09,USD,GBP,0.6695879459
2009-02-09,USD,INR,48.6000922509
2009-02-09,USD,EUR,0.7687576876
2009-02-09,USD,USD,1.0
2009-03-19,USD,GBP,0.6879526004
2009-03-19,USD,INR,50.3101455636
2009-03-19,USD,EUR,0.7314753859
2009-03-19,USD,USD,1.0
2009-04-09,USD,GBP,0.6813832592
2009-04-09,USD,INR,49.9849318165
2009-04-09,USD,EUR,0.7534091765
2009-04-09,USD,USD,1.0
2008-11-28,USD,GBP,0.6520782588
2008-11-28,USD,EUR,0.7857311228
2008-11-28,USD,USD,1.0
2009-01-05,USD,GBP,0.6890001473
2009-01-05,USD,INR,48.5149462524
2009-01-05,USD,EUR,0.7362685908
2009-01-05,USD,USD,1.0
2008-06-09,USD,GBP,0.5051951343
2008-06-09,USD,EUR,0.633552965
2008-06-09,USD,USD,1.0
2008-12-22,USD,GBP,0.6751610594
2008-12-22,USD,EUR,0.7158196135
2008-12-22,USD,USD,1.0
2008-12-03,USD,GBP,0.6771369722
2008-12-03,USD,EUR,0.7922047057
2008-12-03,USD,USD,1.0
2008-10-28,USD,GBP,0.6369950503
2008-10-28,USD,EUR,0.7983394539
2008-10-28,USD,USD,1.0
2009-05-22,USD,GBP,0.6284712282
2009-05-22,USD,INR,47.109934154
2009-05-22,USD,EUR,0.7157171486
2009-05-22,USD,USD,1.0
2008-09-12,USD,GBP,0.5660457842
2008-09-12,USD,EUR,0.7109341675
2008-09-12,USD,USD,1.0
2008-06-30,USD,GBP,0.5025691449
2008-06-30,USD,EUR,0.6343567622
2008-06-30,USD,USD,1.0
2009-05-08,USD,GBP,0.6634636872
2009-05-08,USD,INR,49.2826815642
2009-05-08,USD,EUR,0.7448789572
2009-05-08,USD,USD,1.0
2009-02-20,USD,GBP,0.6997061393
2009-02-20,USD,INR,49.6251290604
2009-02-20,USD,EUR,0.7942180923
2009-02-20,USD,USD,1.0
2008-12-31,USD,GBP,0.6844147446
2008-12-31,USD,EUR,0.7185456636
2008-12-31,USD,USD,1.0
2008-07-07,USD,GBP,0.5087853811
2008-07-07,USD,EUR,0.6389368091
2008-07-07,USD,USD,1.0
2009-04-27,USD,GBP,0.6862857143
2009-04-27,USD,INR,50.2476190476
2009-04-27,USD,EUR,0.7619047619
2009-04-27,USD,USD,1.0
2008-07-09,USD,GBP,0.5068724149
2008-07-09,USD,EUR,0.6363347121
2008-07-09,USD,USD,1.0
2009-01-08,USD,GBP,0.6560182125
2009-01-08,USD,INR,48.4152162738
2009-01-08,USD,EUR,0.7343761475
2009-01-08,USD,USD,1.0
2008-07-22,USD,GBP,0.4984923676
2008-07-22,USD,EUR,0.6281801621
2008-07-22,USD,USD,1.0
2009-05-27,USD,GBP,0.6262858787
2009-05-27,USD,INR,47.669951802
2009-05-27,USD,EUR,0.719372707
2009-05-27,USD,USD,1.0
2009-03-24,USD,GBP,0.681572518
2009-03-24,USD,INR,50.720367217
2009-03-24,USD,EUR,0.740356852
2009-03-24,USD,USD,1.0
2009-03-23,USD,GBP,0.6855362148
2009-03-23,USD,INR,50.3791119634
2009-03-23,USD,EUR,0.7375719133
2009-03-23,USD,USD,1.0
2007-11-14,USD,EUR,0.6802721088
2007-11-14,USD,GBP,0.4832653061
2007-11-14,USD,USD,1.0
2007-09-10,USD,EUR,0.7249003262
2007-09-10,USD,GBP,0.4925335266
2007-09-10,USD,USD,1.0
2008-04-11,USD,GBP,0.5063475021
2008-04-11,USD,EUR,0.631592244
2008-04-11,USD,USD,1.0
2007-10-19,USD,EUR,0.6998880179
2007-10-19,USD,GBP,0.4880319149
2007-10-19,USD,USD,1.0
2007-09-28,USD,EUR,0.7052683546
2007-09-28,USD,GBP,0.4914309895
2007-09-28,USD,USD,1.0
2007-07-31,USD,EUR,0.7295542424
2007-07-31,USD,GBP,0.4917195593
2007-07-31,USD,USD,1.0
2008-04-07,USD,GBP,0.5029949659
2008-04-07,USD,EUR,0.637226789
2008-04-07,USD,USD,1.0
2007-11-01,USD,EUR,0.6933370311
2007-11-01,USD,GBP,0.4800665604
2007-11-01,USD,USD,1.0
2007-09-21,USD,EUR,0.7117944338
2007-09-21,USD,GBP,0.4963342587
2007-09-21,USD,USD,1.0
2008-01-21,USD,GBP,0.5132233117
2008-01-21,USD,EUR,0.6905123602
2008-01-21,USD,USD,1.0
2007-08-09,USD,EUR,0.7283851701
2007-08-09,USD,GBP,0.4931531794
2007-08-09,USD,USD,1.0
2007-06-25,USD,EUR,0.7428868583
2007-06-25,USD,GBP,0.5003342991
2007-06-25,USD,USD,1.0
2008-03-28,USD,GBP,0.5006330717
2008-03-28,USD,EUR,0.6330716637
2008-03-28,USD,USD,1.0
2008-04-28,USD,GBP,0.5021115946
2008-04-28,USD,EUR,0.6398771436
2008-04-28,USD,USD,1.0
2007-10-02,USD,EUR,0.7059654077
2007-10-02,USD,GBP,0.4897987999
2007-10-02,USD,USD,1.0
2007-06-06,USD,EUR,0.7400281211
2007-06-06,USD,GBP,0.5019610745
2007-06-06,USD,USD,1.0
2007-09-04,USD,EUR,0.736377025
2007-09-04,USD,GBP,0.4972017673
2007-09-04,USD,USD,1.0
2007-12-31,USD,EUR,0.6793016779
2007-12-31,USD,GBP,0.4981658855
2007-12-31,USD,USD,1.0
2008-01-18,USD,GBP,0.5098132752
2008-01-18,USD,EUR,0.6814774431
2008-01-18,USD,USD,1.0
2008-02-08,USD,GBP,0.5131950665
2008-02-08,USD,EUR,0.6890374147
2008-02-08,USD,USD,1.0
2007-11-20,USD,EUR,0.6763611769
2007-11-20,USD,GBP,0.485052418
2007-11-20,USD,USD,1.0
2007-07-20,USD,EUR,0.7244801855
2007-07-20,USD,GBP,0.4869955807
2007-07-20,USD,USD,1.0
2007-12-28,USD,EUR,0.6806425265
2007-12-28,USD,GBP,0.5001361285
2007-12-28,USD,USD,1.0
2007-12-06,USD,EUR,0.6870963309
2007-12-06,USD,GBP,0.4936787138
2007-12-06,USD,USD,1.0
2007-08-14,USD,EUR,0.7357810316
2007-08-14,USD,GBP,0.4994481642
2007-08-14,USD,USD,1.0
2008-01-28,USD,GBP,0.5035581159
2008-01-28,USD,EUR,0.6777363606
2008-01-28,USD,USD,1.0
2008-04-24,USD,GBP,0.5060561862
2008-04-24,USD,EUR,0.6341556218
2008-04-24,USD,USD,1.0
2007-08-20,USD,EUR,0.7420599584
2007-08-20,USD,GBP,0.5037845058
2007-08-20,USD,USD,1.0
2008-02-29,USD,GBP,0.5045163843
2008-02-29,USD,EUR,0.6593261687
2008-02-29,USD,USD,1.0
2008-02-21,USD,GBP,0.5107899023
2008-02-21,USD,EUR,0.6786102063
2008-02-21,USD,USD,1.0
2007-12-05,USD,EUR,0.6793478261
2007-12-05,USD,GBP,0.4907608696
2007-12-05,USD,USD,1.0
2007-08-21,USD,EUR,0.7403020432
2007-08-21,USD,GBP,0.5041827065
2007-08-21,USD,USD,1.0
2008-05-12,USD,GBP,0.5112443292
2008-05-12,USD,EUR,0.64808814
2008-05-12,USD,USD,1.0
2008-01-22,USD,GBP,0.5123844349
2008-01-22,USD,EUR,0.6899406651
2008-01-22,USD,USD,1.0
2007-09-06,USD,EUR,0.7315824128
2007-09-06,USD,GBP,0.4955007682
2007-09-06,USD,USD,1.0
2007-08-06,USD,EUR,0.7236937328
2007-08-06,USD,GBP,0.4922202924
2007-08-06,USD,USD,1.0
2007-08-15,USD,EUR,0.7420599584
2007-08-15,USD,GBP,0.5027456218
2007-08-15,USD,USD,1.0
2008-05-05,USD,GBP,0.5078913325
2008-05-05,USD,EUR,0.6468305304
2008-05-05,USD,USD,1.0
2008-04-16,USD,GBP,0.5060899046
2008-04-16,USD,EUR,0.6278252135
2008-04-16,USD,USD,1.0
2008-03-14,USD,GBP,0.4932523617
2008-03-14,USD,EUR,0.6426322216
2008-03-14,USD,USD,1.0
2007-07-13,USD,EUR,0.7255840952
2007-07-13,USD,GBP,0.4919097373
2007-07-13,USD,USD,1.0
2008-05-30,USD,GBP,0.5068351818
2008-05-30,USD,EUR,0.6448284756
2008-05-30,USD,USD,1.0
2007-06-19,USD,EUR,0.746101619
2007-06-19,USD,GBP,0.5033574573
2007-06-19,USD,USD,1.0
2007-08-29,USD,EUR,0.7336218913
2007-08-29,USD,GBP,0.4968087448
2007-08-29,USD,USD,1.0
2007-10-25,USD,EUR,0.6988608568
2007-10-25,USD,GBP,0.4875602767
2007-10-25,USD,USD,1.0
2008-06-05,USD,GBP,0.51272562
2008-06-05,USD,EUR,0.649266329
2008-06-05,USD,USD,1.0
2007-08-28,USD,EUR,0.7318501171
2007-08-28,USD,GBP,0.4968530445
2007-08-28,USD,USD,1.0
2007-12-12,USD,EUR,0.6814310051
2007-12-12,USD,GBP,0.4903577513
2007-12-12,USD,USD,1.0
2008-04-17,USD,GBP,0.5051033266
2008-04-17,USD,EUR,0.6300403226
2008-04-17,USD,USD,1.0
2008-05-21,USD,GBP,0.5087602361
2008-05-21,USD,EUR,0.6347997207
2008-05-21,USD,USD,1.0
2007-06-13,USD,EUR,0.7526153383
2007-06-13,USD,GBP,0.5076390457
2007-06-13,USD,USD,1.0
2007-09-26,USD,EUR,0.7078643732
2007-09-26,USD,GBP,0.4958589934
2007-09-26,USD,USD,1.0
2008-03-12,USD,GBP,0.4953156296
2008-03-12,USD,EUR,0.6461200491
2008-03-12,USD,USD,1.0
2008-03-17,USD,GBP,0.4982244769
2008-03-17,USD,EUR,0.634115409
2008-03-17,USD,USD,1.0
2008-05-09,USD,GBP,0.5135205072
2008-05-09,USD,EUR,0.6469142192
2008-05-09,USD,USD,1.0
2007-11-26,USD,EUR,0.673627484
2007-11-26,USD,GBP,0.4836308521
2007-11-26,USD,USD,1.0
2008-02-18,USD,GBP,0.5126400656
2008-02-18,USD,EUR,0.6832467887
2008-02-18,USD,USD,1.0
2008-05-27,USD,GBP,0.5057106599
2008-05-27,USD,EUR,0.6345177665
2008-05-27,USD,USD,1.0
2007-08-02,USD,EUR,0.7318501171
2007-08-02,USD,GBP,0.4927180913
2007-08-02,USD,USD,1.0
2008-02-20,USD,GBP,0.5147379913
2008-02-20,USD,EUR,0.6823144105
2008-02-20,USD,USD,1.0
2007-07-18,USD,EUR,0.7257420713
2007-07-18,USD,GBP,0.4876986719
2007-07-18,USD,USD,1.0
2007-07-23,USD,EUR,0.7235366471
2007-07-23,USD,GBP,0.4858910354
2007-07-23,USD,USD,1.0
2007-09-13,USD,EUR,0.7195797654
2007-09-13,USD,GBP,0.4930920343
2007-09-13,USD,USD,1.0
2007-09-03,USD,EUR,0.7335680751
2007-09-03,USD,GBP,0.4957086268
2007-09-03,USD,USD,1.0
2007-07-05,USD,EUR,0.7331378299
2007-07-05,USD,GBP,0.4953079179
2007-07-05,USD,USD,1.0
2007-12-10,USD,EUR,0.6794401413
2007-12-10,USD,GBP,0.4888571817
2007-12-10,USD,USD,1.0
2008-01-25,USD,GBP,0.5049302958
2008-01-25,USD,EUR,0.6800408024
2008-01-25,USD,USD,1.0
2008-01-08,USD,GBP,0.5062903774
2008-01-08,USD,EUR,0.6800408024
2008-01-08,USD,USD,1.0
2007-09-05,USD,EUR,0.7359434795
2007-09-05,USD,GBP,0.4974977922
2007-09-05,USD,USD,1.0
2007-08-03,USD,EUR,0.7302468234
2007-08-03,USD,GBP,0.4916751862
2007-08-03,USD,USD,1.0
2007-11-13,USD,EUR,0.6846032724
2007-11-13,USD,GBP,0.4824399261
2007-11-13,USD,USD,1.0
2008-05-22,USD,GBP,0.5039987306
2008-05-22,USD,EUR,0.6347191368
2008-05-22,USD,USD,1.0
2007-09-24,USD,EUR,0.7085665698
2007-09-24,USD,GBP,0.4938000425
2007-09-24,USD,USD,1.0
2008-04-15,USD,GBP,0.5085291888
2008-04-15,USD,EUR,0.6317917614
2008-04-15,USD,USD,1.0
2007-09-18,USD,EUR,0.7211365111
2007-09-18,USD,GBP,0.5013341025
2007-09-18,USD,USD,1.0
2008-05-08,USD,GBP,0.5115331987
2008-05-08,USD,EUR,0.6515931452
2008-05-08,USD,USD,1.0
2008-01-02,USD,GBP,0.5046977124
2008-01-02,USD,EUR,0.6808278867
2008-01-02,USD,USD,1.0
2008-04-23,USD,GBP,0.5040464241
2008-04-23,USD,EUR,0.6273525721
